Date,Temperature,Precipitation,Humidity,Latitude,Longitude,Is_Hot,Temp_Fahrenheit
2023-01-01 14:00:00,11.0,0,52.9,77.24604909810373,-129.86853451750656,0,51.8
2023-01-01 18:00:00,11.5,0,54.9,71.38343852442183,96.39526237716156,0,52.7
2023-01-02 03:00:00,13.1,5,57.6,-43.45351359573888,-28.183457690670103,0,55.58
2023-01-02 04:00:00,10.4,0,42.9,-10.253932859228508,-40.5996691643255,0,50.72
2023-01-02 04:00:00,6.7,5,60.8,-14.689883991899968,-61.42346305125274,0,44.06
2023-01-02 10:00:00,6.9,0,58.8,-18.086618774351734,-155.45281688443342,0,44.42
2023-01-02 11:00:00,6.9,0,56.9,-27.88492580761793,-21.36064196725432,0,44.42
2023-01-02 18:00:00,9.8,0,58.9,-36.655629567608095,-135.41543038590572,0,49.64
2023-01-03 07:00:00,13.9,15,54.9,-66.20766160430308,-66.07543288521018,0,57.02
2023-01-03 11:00:00,10.1,0,47.7,-85.46416293220747,-98.94203128226452,0,50.18
2023-01-03 16:00:00,9.3,15,45.6,-11.12784961529799,75.37997585677904,0,48.74
2023-01-04 01:00:00,8.3,0,41.4,31.64812651873325,-126.5375586082749,0,46.94
2023-01-04 12:00:00,12.4,0,59.7,63.20713237667671,92.32239167600824,0,54.32
2023-01-04 17:00:00,16.6,0,50.1,-66.9013448060224,63.58220407890233,0,61.88
2023-01-05 02:00:00,11.5,0,48.1,32.33397283112585,16.706546716367548,0,52.7
2023-01-05 10:00:00,9.8,0,49.6,-50.30923258158352,95.27434213855446,0,49.64
2023-01-05 19:00:00,10.3,0,49.1,58.91438695270426,-94.50601013902175,0,50.54
2023-01-05 23:00:00,6.3,15,45.5,86.2472799181108,-58.92357806267993,0,43.34
2023-01-06 19:00:00,13.9,0,63.3,28.56917497086399,-64.65553698952263,0,57.02
2023-01-08 03:00:00,8.8,0,53.1,58.6916432186914,78.92827220729947,0,47.84
2023-01-08 10:00:00,12.3,0,46.3,7.955759250666395,143.2638778266069,0,54.14
2023-01-08 14:00:00,10.7,0,49.2,-57.387009770985095,-56.83226395971782,0,51.26
2023-01-08 18:00:00,9.5,0,57.4,-25.114589074520303,-136.33092071800772,0,49.1
2023-01-09 07:00:00,12.5,0,55.7,-44.48553871497999,96.99932859176045,0,54.5
2023-01-09 23:00:00,12.6,0,58.1,-66.42472626104866,96.74896729050464,0,54.68
2023-01-10 15:00:00,9.6,0,49.4,-29.258229786438783,83.25021216505503,0,49.28
2023-01-10 15:00:00,6.3,0,55.8,7.4473957633388865,-23.56885321038167,0,43.34
2023-01-11 02:00:00,16.1,0,39.3,78.46870468474071,-79.55701547479322,0,60.980000000000004
2023-01-11 20:00:00,12.4,0,54.7,55.02861462027922,-44.26058483938843,0,54.32
2023-01-12 09:00:00,18.1,0,43.2,31.15658356401906,154.859473030518,0,64.58
2023-01-12 13:00:00,13.6,15,43.9,67.3753201446745,-14.281541768604573,0,56.48
2023-01-13 17:00:00,10.1,0,45.0,-38.169838318321354,-90.50224153920972,0,50.18
2023-01-13 20:00:00,14.1,0,74.1,30.459425386476006,-176.46208107487638,0,57.379999999999995
2023-01-13 21:00:00,18.6,0,68.9,-8.246940707392907,147.57485693749868,0,65.48
2023-01-14 23:00:00,11.6,15,59.2,-31.62071207672676,19.01335525860567,0,52.879999999999995
2023-01-15 07:00:00,12.9,0,51.2,-84.9865966522066,-165.62788827704955,0,55.22
2023-01-15 15:00:00,14.4,20,50.1,21.45109236585061,-106.27113273976458,0,57.92
2023-01-15 16:00:00,15.6,0,61.5,9.119408299353276,157.70309024452726,0,60.08
2023-01-16 04:00:00,16.9,0,47.1,88.2598146828567,-162.1418729941862,0,62.42
2023-01-16 04:00:00,14.7,0,52.6,-44.84176201967396,107.20968528278613,0,58.459999999999994
2023-01-16 19:00:00,17.3,0,50.7,-87.96554341397595,-6.263555161852552,0,63.14
2023-01-17 13:00:00,6.2,0,55.5,32.79450406591778,-131.86956441620296,0,43.16
2023-01-17 14:00:00,7.1,0,49.5,22.62274420704347,74.74341086659271,0,44.78
2023-01-18 01:00:00,17.3,0,51.0,-6.48329432996027,145.90763964378556,0,63.14
2023-01-18 03:00:00,13.9,0,51.2,55.828996192746445,10.334635158258942,0,57.02
2023-01-18 09:00:00,12.5,0,60.9,-57.45867289877168,-74.64416483973318,0,54.5
2023-01-18 17:00:00,15.5,0,85.6,89.59489002183611,-155.2485936879045,0,59.9
2023-01-18 19:00:00,16.3,0,58.1,-30.92769309642984,-38.40455866133207,0,61.34
2023-01-19 16:00:00,14.4,0,48.9,-26.042445274700217,41.55148073550075,0,57.92
2023-01-19 22:00:00,24.1,0,63.2,25.470806626125302,-109.264691895764,0,75.38
2023-01-20 00:00:00,12.9,0,57.0,36.37934174048267,-166.17568416251595,0,55.22
2023-01-20 03:00:00,15.8,0,60.4,-62.74218341340661,-72.77061657952395,0,60.440000000000005
2023-01-20 07:00:00,11.1,15,58.4,70.11347598787737,93.60199618635544,0,51.98
2023-01-20 10:00:00,12.9,0,59.1,60.8814757947241,-70.78120429351206,0,55.22
2023-01-20 12:00:00,13.6,10,69.4,-48.631189356428685,88.27730736870043,0,56.48
2023-01-20 15:00:00,18.1,0,65.9,-39.84424863929345,-46.71641315355238,0,64.58
2023-01-21 18:00:00,10.9,0,73.2,-62.63125786359148,-67.65694392527257,0,51.620000000000005
2023-01-21 22:00:00,9.1,0,44.5,-15.7896489903002,78.21427531167231,0,48.379999999999995
2023-01-22 00:00:00,14.4,0,62.1,-79.73515547934852,-114.96328512793086,0,57.92
2023-01-22 03:00:00,18.7,0,56.9,47.97491691989289,58.08336442010079,0,65.66
2023-01-23 20:00:00,12.0,5,61.6,13.834328603886044,135.32577299996206,0,53.6
2023-01-23 21:00:00,11.5,0,66.5,-27.44661684352417,163.9613489177043,0,52.7
2023-01-24 01:00:00,15.2,0,60.5,-12.877577307216818,-93.31062621365764,0,59.36
2023-01-24 02:00:00,13.6,0,57.3,-48.0000919231212,-141.7822727229118,0,56.48
2023-01-24 16:00:00,15.2,5,79.0,15.903399776967596,164.56853971432662,0,59.36
2023-01-24 22:00:00,17.5,0,62.7,-77.19197780197625,1.621052659740876,0,63.5
2023-01-25 02:00:00,14.2,5,53.7,-38.12678532728469,-96.17091952460608,0,57.56
2023-01-25 09:00:00,17.5,0,71.0,32.12999429267481,-153.58893571454303,0,63.5
2023-01-26 07:00:00,13.1,0,54.2,-63.84119536430926,111.59234772605008,0,55.58
2023-01-26 10:00:00,20.3,0,67.1,15.840083417333116,165.86866899768796,0,68.54
2023-01-28 16:00:00,21.3,0,67.8,-49.27096259942648,-25.50618289500413,0,70.34
2023-01-28 23:00:00,21.6,0,62.9,31.5820881605566,-83.9539622038209,0,70.88
2023-01-29 02:00:00,24.6,5,56.6,89.92038658507894,-119.2109531866578,0,76.28
2023-01-29 04:00:00,16.0,0,60.7,47.24045256147632,-132.94176350768737,0,60.8
2023-01-29 13:00:00,17.5,0,51.3,-54.675770992890186,173.8608766396923,0,63.5
2023-01-30 00:00:00,18.5,0,59.9,-21.421570739688015,106.71860214845184,0,65.3
2023-01-30 21:00:00,21.8,0,66.3,22.08411737096354,90.76115977091094,0,71.24000000000001
2023-01-31 01:00:00,19.7,0,58.4,-12.36569285861737,-177.82306445376776,0,67.46
2023-01-31 06:00:00,19.8,5,75.0,-26.020919274468884,72.56349561705923,0,67.64
2023-01-31 13:00:00,18.6,0,61.8,-1.8675968309559376,-26.112049859991934,0,65.48
2023-02-01 19:00:00,25.2,0,53.3,-68.72064798760405,-68.51098400213192,1,77.36
2023-02-03 05:00:00,17.2,0,47.2,55.78639565452188,-52.27297572370007,0,62.959999999999994
2023-02-03 09:00:00,20.7,0,55.5,-7.357675808397439,16.936324421607978,0,69.25999999999999
2023-02-03 16:00:00,18.6,20,48.4,61.95821855150576,153.38144153457557,0,65.48
2023-02-04 22:00:00,13.9,0,67.0,9.62491971777298,-19.322510404837956,0,57.02
2023-02-05 06:00:00,20.6,0,64.0,-2.1280184440534766,28.55282500384592,0,69.08
2023-02-05 22:00:00,20.2,5,59.5,-44.58385312745632,-158.95512459472428,0,68.36
2023-02-06 07:00:00,19.5,0,67.4,-52.4104316109738,-115.50098941554567,0,67.1
2023-02-06 15:00:00,17.8,0,78.6,18.56702162213046,-149.2549091414202,0,64.04
2023-02-06 18:00:00,18.9,15,57.6,-59.23144756424731,94.38285138539209,0,66.02
2023-02-06 21:00:00,19.0,0,72.9,-21.4286678957745,167.96103817699588,0,66.2
2023-02-07 07:00:00,16.1,10,51.6,-52.50322979846677,-158.07400443533422,0,60.980000000000004
2023-02-07 17:00:00,21.0,0,70.6,-67.32806465171551,-9.083157824285554,0,69.8
2023-02-07 17:00:00,17.0,5,63.7,42.99600188394588,-72.84590007541904,0,62.6
2023-02-07 19:00:00,24.8,0,57.8,-5.747570237827777,129.06232363855963,0,76.64
2023-02-07 22:00:00,15.9,0,60.2,-10.296335422127258,-23.305579323640615,0,60.62
2023-02-08 01:00:00,14.5,0,57.4,-36.48830322936123,21.508078080122985,0,58.1
2023-02-09 00:00:00,24.9,0,53.8,-89.24626014696759,-81.54917446500727,0,76.82
2023-02-09 00:00:00,19.4,0,61.0,-33.25690176309885,156.74201628040754,0,66.92
2023-02-09 19:00:00,21.3,0,52.6,-33.23452621209885,-19.903400330999123,0,70.34
2023-02-10 05:00:00,19.6,5,81.7,45.92405114013526,94.28036197589424,0,67.28
2023-02-10 09:00:00,22.6,0,45.2,20.06345002061895,-90.00975928722131,0,72.68
2023-02-10 17:00:00,14.1,20,75.1,-36.7322347014091,-66.40805496127122,0,57.379999999999995
2023-02-11 04:00:00,18.6,0,74.5,-78.87447707593992,149.40055358910982,0,65.48
2023-02-11 05:00:00,19.0,0,64.2,14.276603999148817,-67.61169483511341,0,66.2
2023-02-11 05:00:00,17.1,0,56.1,7.250200773735791,-78.54299881363008,0,62.78
2023-02-11 10:00:00,24.3,0,76.0,13.14759611142282,86.96379904805865,0,75.74000000000001
2023-02-11 11:00:00,20.1,0,69.1,-14.733938130696062,112.25041860631907,0,68.18
2023-02-12 14:00:00,18.6,0,61.5,72.43258969992145,25.507417060354168,0,65.48
2023-02-12 18:00:00,19.6,0,48.8,-17.4220860269119,68.41687982740186,0,67.28
2023-02-13 03:00:00,17.5,0,54.5,-31.76452575261153,-151.3025736525774,0,63.5
2023-02-13 06:00:00,24.9,0,77.1,-78.73832840049872,-148.3962346590624,0,76.82
2023-02-13 07:00:00,20.0,0,67.6,-14.398019226780686,-75.69792585424274,0,68.0
2023-02-13 11:00:00,21.3,20,66.3,-89.79982304468626,126.73742968968944,0,70.34
2023-02-13 17:00:00,19.6,0,63.1,12.98213346999713,-23.39474603751958,0,67.28
2023-02-13 20:00:00,22.4,0,37.4,-4.1690020080376105,-8.285978657644645,0,72.32
2023-02-14 02:00:00,23.9,0,72.2,14.128651481279412,-49.17458448020628,0,75.02
2023-02-14 09:00:00,24.8,0,79.7,2.4674139387548677,-161.58041767962868,0,76.64
2023-02-14 09:00:00,16.8,0,57.5,59.67329996020024,95.88499671767484,0,62.24
2023-02-14 10:00:00,20.6,0,52.7,-19.486358898789927,-56.510383467591225,0,69.08
2023-02-14 14:00:00,17.5,0,72.7,-41.61642929456433,16.35406207621671,0,63.5
2023-02-14 22:00:00,23.1,0,48.5,17.450140214371064,-14.989147406529778,0,73.58
2023-02-15 00:00:00,26.2,0,64.3,-68.33023581796398,150.91489117934103,1,79.16
2023-02-16 01:00:00,20.7,0,43.5,-18.719826050589266,2.133288052701796,0,69.25999999999999
2023-02-16 04:00:00,13.4,0,61.5,34.62377510779455,-153.03749687928587,0,56.120000000000005
2023-02-17 00:00:00,18.9,0,60.8,4.45241477905779,-51.41075976250386,0,66.02
2023-02-17 02:00:00,18.3,0,44.9,-47.25385978459365,-49.32617745460621,0,64.94
2023-02-17 10:00:00,20.1,0,76.0,78.92678847854782,-56.667210187992545,0,68.18
2023-02-17 13:00:00,18.9,0,61.2,69.51271898328213,-140.44927905331815,0,66.02
2023-02-17 19:00:00,20.4,0,59.0,78.17474055014824,138.1262283676763,0,68.72
2023-02-18 09:00:00,23.8,5,69.9,-88.85177218681368,12.44131889627112,0,74.84
2023-02-19 01:00:00,22.9,0,68.7,-88.76196680046313,-96.21779439040134,0,73.22
2023-02-19 04:00:00,20.9,0,70.6,-47.13360234017466,160.46989280133485,0,69.62
2023-02-20 14:00:00,25.6,0,53.9,11.83409111039206,-98.71576122577352,1,78.08
2023-02-20 16:00:00,19.4,15,48.6,52.66706637764425,52.461015606379306,0,66.92
2023-02-20 18:00:00,23.1,0,72.3,66.72392198233908,97.1087842285514,0,73.58
2023-02-20 19:00:00,19.6,15,82.8,65.89827816801024,94.39634099310372,0,67.28
2023-02-20 23:00:00,24.4,0,63.8,-17.56687332612389,-38.9480779378182,0,75.92
2023-02-21 00:00:00,20.8,0,76.4,-57.4394577517983,-54.783954924103455,0,69.44
2023-02-21 22:00:00,21.6,0,67.3,45.43161881468182,-66.20352784309061,0,70.88
2023-02-21 22:00:00,26.1,0,54.7,53.26674968583043,-71.11212571387091,1,78.98
2023-02-22 10:00:00,17.2,0,57.9,61.05247109645375,-142.05550413727357,0,62.959999999999994
2023-02-23 05:00:00,20.7,5,60.8,77.19471897220181,-137.52990589389785,0,69.25999999999999
2023-02-23 13:00:00,17.0,0,54.9,81.0959077717936,28.275054553271325,0,62.6
2023-02-23 23:00:00,25.1,5,64.7,81.26006861935656,27.021806445173283,1,77.18
2023-02-24 14:00:00,20.0,0,74.5,-1.292474784091573,13.822192543304762,0,68.0
2023-02-25 06:00:00,18.7,0,77.2,-34.60123704723316,-72.02541690969615,0,65.66
2023-02-25 17:00:00,20.6,0,66.5,23.416762835099412,-39.88489729556203,0,69.08
2023-02-26 12:00:00,22.0,0,53.0,-19.24129663930781,-49.22807339670831,0,71.6
2023-02-26 13:00:00,21.4,5,79.4,-56.72908836953551,-0.6001098140746075,0,70.52
2023-02-26 20:00:00,25.4,0,70.7,2.1073404806461515,-5.697708421173315,1,77.72
2023-02-26 22:00:00,23.9,0,62.5,-36.75166245062351,-56.42082393679863,0,75.02
2023-02-27 08:00:00,23.4,5,61.3,4.584655324060771,152.8710448063092,0,74.12
2023-02-27 11:00:00,21.1,0,72.3,-29.63311088085676,-3.2328854391923967,0,69.98
2023-02-28 05:00:00,23.4,5,57.5,25.52751302425836,-161.40335143872923,0,74.12
2023-02-28 18:00:00,23.9,0,76.0,-14.65069051470061,-162.28047076532582,0,75.02
2023-03-01 16:00:00,21.1,5,66.1,20.514655138541876,4.240964365013045,0,69.98
2023-03-01 18:00:00,24.0,0,74.4,29.144453874662076,4.461415463558365,0,75.2
2023-03-02 06:00:00,23.7,0,78.1,-35.56448796986345,60.795551174646725,0,74.66
2023-03-02 10:00:00,23.6,0,65.1,61.21945411905598,-93.93610173298931,0,74.48
2023-03-03 10:00:00,25.7,0,55.1,23.367717798247384,-170.87450246498216,1,78.25999999999999
2023-03-04 13:00:00,23.9,0,76.9,-60.95387549009104,35.032456199056256,0,75.02
2023-03-05 11:00:00,18.2,0,66.0,22.095612583171395,166.15826356952385,0,64.75999999999999
2023-03-05 13:00:00,21.2,0,73.4,9.85172459082377,9.393844770555134,0,70.16
2023-03-05 17:00:00,23.1,0,63.0,13.60681715521476,-70.52593105033782,0,73.58
2023-03-06 01:00:00,24.3,0,61.4,-81.90057217762362,-137.0842405773936,0,75.74000000000001
2023-03-06 02:00:00,28.2,0,70.6,84.58677456213435,-44.39648144539351,1,82.75999999999999
2023-03-06 03:00:00,24.1,0,60.3,-60.69762194287871,87.22520333530096,0,75.38
2023-03-06 09:00:00,22.1,0,76.9,-73.54404147291513,132.37275525092605,0,71.78
2023-03-06 22:00:00,23.8,0,87.9,50.31300625633143,-22.951430511423347,0,74.84
2023-03-07 13:00:00,18.3,0,70.8,51.726952466869136,-102.228681458494,0,64.94
2023-03-08 02:00:00,23.0,0,65.2,34.390046293067115,3.201865225156868,0,73.4
2023-03-08 11:00:00,21.9,15,65.6,-7.482343656341159,-96.81089296518137,0,71.42
2023-03-08 16:00:00,20.9,0,68.3,5.812537671261799,-120.85673642193268,0,69.62
2023-03-09 13:00:00,22.1,0,73.4,-83.71592052187971,118.33523417448232,0,71.78
2023-03-10 21:00:00,22.5,5,60.6,-2.7831608855980505,53.776375285184066,0,72.5
2023-03-11 02:00:00,24.5,0,62.6,1.06769777752052,-150.03969616509397,0,76.1
2023-03-11 06:00:00,26.5,0,53.1,38.65558975991025,94.8657037205564,1,79.7
2023-03-12 10:00:00,25.0,0,65.5,-18.384173456863103,78.28739662028838,0,77.0
2023-03-12 20:00:00,26.2,0,65.1,23.83132616379154,158.88038140328462,1,79.16
2023-03-13 03:00:00,21.2,20,46.7,-78.93966777645825,-11.01353688386709,0,70.16
2023-03-13 17:00:00,30.6,0,69.5,8.405222772983427,-177.48638572307468,1,87.08000000000001
2023-03-16 01:00:00,27.7,0,84.1,-3.8716073807059503,-44.20735831525007,1,81.86
2023-03-16 05:00:00,22.7,0,64.4,9.924081615573924,-121.19239809246366,0,72.86
2023-03-16 08:00:00,26.3,0,76.2,-55.81149543763904,35.21088482454505,1,79.34
2023-03-16 12:00:00,27.0,0,82.6,-25.59397511959325,69.61591386678687,1,80.6
2023-03-17 09:00:00,24.4,0,75.0,-21.9889415291064,-41.02166316533911,0,75.92
2023-03-17 18:00:00,24.3,0,71.3,-56.568047039066585,-29.269748402033684,0,75.74000000000001
2023-03-18 04:00:00,24.8,0,43.8,28.468768373563226,34.728147148875735,0,76.64
2023-03-18 21:00:00,20.1,0,76.5,-3.0274446035396707,156.4357970575856,0,68.18
2023-03-20 04:00:00,22.8,0,71.5,82.76238367287304,-19.613586782461972,0,73.04
2023-03-20 06:00:00,27.3,5,58.7,58.383080504882905,9.93167037797964,1,81.14
2023-03-20 08:00:00,20.2,0,63.3,18.164161018635497,-77.32591103505094,0,68.36
2023-03-20 14:00:00,23.1,0,70.6,-74.96551535759662,171.14773236650822,0,73.58
2023-03-21 08:00:00,20.8,5,74.8,89.20240208832381,113.99588755258446,0,69.44
2023-03-21 12:00:00,27.1,0,69.3,30.216223206146417,2.792821747884764,1,80.78
2023-03-21 20:00:00,29.3,0,52.4,30.82874854124385,-71.00095382209182,1,84.74
2023-03-21 23:00:00,26.1,0,61.4,-84.16017971150634,-72.69616757879851,1,78.98
2023-03-21 23:00:00,24.2,0,73.5,-33.31467997399877,-106.7274454007173,0,75.56
2023-03-22 21:00:00,20.9,10,64.8,46.12568245603818,0.7003458474630175,0,69.62
2023-03-23 08:00:00,21.9,0,72.2,10.114324673402097,-149.4121356397921,0,71.42
2023-03-23 10:00:00,24.0,5,73.2,29.13022532051967,-144.15130312558958,0,75.2
2023-03-23 17:00:00,30.5,0,78.6,-61.42738259262429,128.9962579963889,1,86.9
2023-03-24 13:00:00,23.4,0,81.8,-3.216222194428462,-119.67604585037766,0,74.12
2023-03-24 18:00:00,26.9,0,74.1,-36.66135565803599,-131.603966146962,1,80.42
2023-03-25 19:00:00,29.1,0,47.8,22.617142096909767,171.8843627461833,1,84.38000000000001
2023-03-26 06:00:00,25.4,0,59.9,39.97189155668135,-79.67004626573072,1,77.72
2023-03-27 00:00:00,24.5,0,77.8,-57.27980390087485,-132.38326256454658,0,76.1
2023-03-27 10:00:00,22.1,0,73.1,71.22418996799098,-64.05568732953729,0,71.78
2023-03-28 12:00:00,27.8,0,56.8,17.90300513856899,-59.4438155506854,1,82.04
2023-03-28 23:00:00,23.4,0,75.9,30.678180083445156,85.13034286286621,0,74.12
2023-03-29 06:00:00,25.6,0,80.4,-79.26888143796137,-101.71694440179506,1,78.08
2023-03-29 11:00:00,25.4,15,69.2,-17.96179034705904,85.65399683956811,1,77.72
2023-03-29 20:00:00,26.5,0,63.3,-87.01335348613239,158.75723612679735,1,79.7
2023-03-29 21:00:00,31.2,0,84.8,76.76348363211326,-51.48632539128101,1,88.16
2023-03-30 00:00:00,29.9,0,77.4,-40.45694741333851,9.017762488338468,1,85.82
2023-03-30 04:00:00,28.4,0,85.3,-28.627457141599507,47.07735126214343,1,83.12
2023-03-30 12:00:00,26.2,0,51.5,-28.30843342297671,27.23949107907108,1,79.16
2023-03-30 23:00:00,27.0,10,66.3,-84.5813030019626,136.76926562172522,1,80.6
2023-03-31 08:00:00,26.9,0,57.8,-35.408539647129075,-148.51925935204125,1,80.42
2023-03-31 19:00:00,25.1,0,75.0,-44.45525863435442,-61.96176215342693,1,77.18
2023-03-31 19:00:00,24.8,0,84.0,-21.0988619274527,27.53600513035172,0,76.64
2023-04-01 14:00:00,22.4,0,61.9,21.490194485970346,60.006834681304696,0,72.32
2023-04-02 08:00:00,23.3,0,76.3,-66.05823619668082,99.98204762440552,0,73.94
2023-04-02 08:00:00,23.7,0,70.3,16.823048886850287,166.9266679273377,0,74.66
2023-04-02 11:00:00,22.5,0,75.2,-13.052438263751764,36.88890136461592,0,72.5
2023-04-02 13:00:00,21.2,0,85.5,50.43827673641404,39.48548697927986,0,70.16
2023-04-03 16:00:00,22.7,5,77.4,15.405783097070252,-101.24218497208332,0,72.86
2023-04-04 22:00:00,25.7,0,77.9,-20.39272973208398,-55.0947778640691,1,78.25999999999999
2023-04-05 12:00:00,25.9,0,52.2,70.2691777539479,95.9745400963386,1,78.62
2023-04-05 15:00:00,27.6,0,65.0,71.70956398512628,-95.91575001530003,1,81.68
2023-04-05 17:00:00,28.4,0,68.9,-84.51653646438717,-41.977029219026775,1,83.12
2023-04-05 20:00:00,28.2,0,70.9,-57.774305260514915,65.26155979167618,1,82.75999999999999
2023-04-05 22:00:00,26.9,0,72.7,72.43434599149862,-34.74685115028015,1,80.42
2023-04-06 02:00:00,25.7,0,81.1,68.27943882212533,70.5887501641341,1,78.25999999999999
2023-04-06 04:00:00,21.9,0,64.5,56.640780847798055,45.15604205997364,0,71.42
2023-04-07 13:00:00,27.9,15,66.8,-4.065085893536335,100.81731133441563,1,82.22
2023-04-07 17:00:00,21.3,0,70.7,6.844086965502532,62.96155309949573,0,70.34
2023-04-09 10:00:00,25.7,20,63.6,-52.36931273276772,16.039916875683176,1,78.25999999999999
2023-04-10 03:00:00,23.0,0,90.3,-67.17167594092462,158.3727742388552,0,73.4
2023-04-10 09:00:00,23.6,0,52.7,-16.813703275294994,-6.473757680304297,0,74.48
2023-04-10 15:00:00,19.1,5,67.2,-2.2922362619908587,63.980366832475354,0,66.38
2023-04-10 19:00:00,25.8,0,77.6,67.33291919493333,68.51622488426243,1,78.44
2023-04-11 11:00:00,23.8,0,75.4,14.888600882042676,138.68599633472348,0,74.84
2023-04-11 18:00:00,24.2,0,78.3,-33.16083277509072,-177.35290396040628,0,75.56
2023-04-12 05:00:00,26.3,5,96.1,31.930763379997103,99.18190681883978,1,79.34
2023-04-12 08:00:00,29.7,0,74.0,-83.75891323930804,-120.42008112108398,1,85.46000000000001
2023-04-12 09:00:00,25.1,5,66.1,-15.152657756686022,171.52435059674767,1,77.18
